06580292+0827213 5068 64 4.01 0.17 -0.41 0.05 1.20 0.25 2.818 Br31
06580507+0822311 5768 78 3.62 0.22 -0.71 0.08 1.98 0.20 2.818 Br31
06580835+0821266 6083 84 4.35 0.22 -0.35 0.07 2.84 0.11 2.818 Br31
06580888+0826511 6467 66 3.94 0.17 -0.23 0.05 2.24 0.00 2.818 Br31
06580960+0824027 6070 65 3.63 0.17 -0.62 0.05 2.14 0.00 2.818 Br31
06580974+0828486 6887 107 4.40 0.34 -0.33 0.10 3.00 0.17 2.818 Br31
06581034+0818315 5407 65 4.37 0.18 0.04 0.05 1.49 0.20 2.818 Br31
06581057+0813158 5898 66 4.27 0.17 -0.51 0.05 2.37 0.10 2.818 Br31
06581128+0810163 5188 65 3.69 0.18 -0.61 0.05 1.61 0.17 2.818 Br31
06581201+0828085 5809 63 4.28 0.17 -0.39 0.06 2.50 0.10 2.818 Br31
06581399+0820383 5342 64 4.54 0.17 -0.65 0.05 1.64 0.19 2.818 Br31
06581522+0821191 6708 83 4.00 0.22 -0.35 0.08 2.87 0.17 2.818 Br31
06581566+0813292 5151 63 4.66 0.18 -0.57 0.05 1.12 0.00 2.818 Br31
06581937+0816587 6197 66 4.36 0.18 -0.51 0.05 2.48 0.13 2.818 Br31
06582346+0817519 5710 83 4.04 0.21 -0.85 0.08 2.57 0.18 2.818 Br31
06565457+0823307 5021 65 3.66 0.17 -0.74 0.05 1.16 0.00 2.818 Br31
06565543+0825427 4923 64 3.37 0.17 -0.53 0.05 1.30 0.00 2.818 Br31
06565849+0825317 5267 83 3.25 0.22 -1.02 0.08 1.60 0.29 2.818 Br31
06570032+0824462 5932 65 4.34 0.17 -0.53 0.06 2.43 0.10 2.818 Br31
06570098+0820362 5951 65 4.36 0.17 -0.39 0.05 2.59 0.08 2.818 Br31
06570132+0824033 5429 65 4.19 0.17 -0.20 0.05 1.81 0.14 2.818 Br31
06570388+0826162 5860 65 3.87 0.17 -0.46 0.05 2.38 0.12 2.818 Br31
06570400+0826451 6269 66 3.92 0.17 -0.53 0.05 2.34 0.18 2.818 Br31
06570574+0817198 5220 63 3.87 0.17 -0.53 0.05 0.67 0.43 2.818 Br31
06571091+0822381 5441 65 3.68 0.18 -0.73 0.05 1.49 0.23 2.818 Br31
06571425+0828470 5207 65 4.63 0.17 0.07 0.05 1.23 0.00 2.818 Br31
06571756+0815407 6441 63 4.13 0.18 -0.52 0.05 2.70 0.16 2.818 Br31
06571820+0815588 5390 64 4.35 0.18 -0.07 0.06 1.52 0.24 2.818 Br31
06571911+0820275 6378 65 4.38 0.17 -0.27 0.05 2.86 0.13 2.818 Br31
06571958+0828176 6279 65 4.14 0.17 -0.09 0.05 3.18 0.10 2.818 Br31
06571979+0829271 6387 64 4.00 0.18 -0.15 0.05 2.51 0.00 2.818 Br31
06572076+0822363 5862 80 4.11 0.21 -0.28 0.07 2.51 0.16 2.818 Br31
06572207+0829321 6014 81 4.17 0.22 -0.52 0.08 2.60 0.11 2.818 Br31
06572341+0821223 5878 64 4.62 0.18 -0.63 0.05 2.52 0.10 2.818 Br31
06572400+0828274 5688 83 3.29 0.22 -0.77 0.08 2.18 0.17 2.818 Br31
06572461+0829444 6806 107 4.05 0.34 -0.03 0.10 3.13 0.16 2.818 Br31
06572528+0821491 5633 82 3.30 0.21 -0.88 0.08 2.12 0.15 2.818 Br31
06572673+0826471 6394 84 4.56 0.22 -0.12 0.07 3.14 0.14 2.818 Br31
06573182+0823284 5618 84 2.97 0.21 -0.53 0.08 2.74 0.17 2.818 Br31
06573197+0822179 6246 81 3.66 0.22 -0.45 0.08 1.94 0.00 2.818 Br31
06573263+0829246 5864 82 4.41 0.21 0.01 0.08 2.51 0.17 2.818 Br31
06573470+0831307 5441 82 4.50 0.22 -0.49 0.08 1.77 0.00 2.818 Br31
06573492+0816197 5302 65 3.68 0.18 -0.42 0.05 1.41 0.00 2.818 Br31
06573777+0817399 6222 66 4.20 0.18 -0.59 0.05 1.83 0.00 2.818 Br31
06573806+0817056 5285 66 3.64 0.18 -0.37 0.05 1.58 0.17 2.818 Br31
06574100+0818108 6334 84 3.88 0.22 -0.40 0.08 2.97 0.17 2.818 Br31
06574267+0829420 6554 85 3.95 0.22 -0.25 0.07 2.84 0.15 2.818 Br31
06574277+0823266 6364 81 4.37 0.22 -0.27 0.08 3.16 0.13 2.818 Br31
06574614+0828007 5547 81 3.52 0.22 0.26 0.07 2.13 0.20 2.818 Br31
06574897+0831189 4924 65 2.55 0.17 -0.19 0.05 1.27 0.10 2.818 Br31
06574924+0817547 5417 64 3.83 0.17 -0.36 0.05 1.99 0.12 2.818 Br31
06575294+0810179 5663 65 4.19 0.17 -0.05 0.05 2.32 0.12 2.818 Br31
06575514+0817518 6250 65 4.04 0.18 -0.47 0.05 2.51 0.16 2.818 Br31
06575633+0825498 5816 64 4.20 0.17 -0.42 0.05 2.51 0.11 2.818 Br31
06575684+0815426 6787 110 4.31 0.34 -0.36 0.10 3.17 0.26 2.818 Br31
06575723+0823594 6205 63 3.99 0.18 -0.20 0.05 2.89 0.11 2.818 Br31
06575791+0826031 5823 64 4.15 0.18 -0.22 0.05 2.10 0.18 2.818 Br31
06575792+0825482 5887 65 4.52 0.17 -0.44 0.05 2.65 0.09 2.818 Br31
06575825+0812374 5607 65 4.40 0.17 -0.31 0.05 2.07 0.11 2.818 Br31
06575833+0821327 6501 79 4.49 0.21 -0.22 0.08 2.78 0.16 2.818 Br31
06575864+0818392 5812 63 4.23 0.18 -0.19 0.06 2.38 0.14 2.818 Br31
06580011+0830069 5396 66 4.34 0.18 -0.13 0.05 1.65 0.27 2.818 Br31
06580059+0828387 4927 66 3.00 0.17 0.13 0.05 0.35 0.38 2.818 Br31
06580168+0815572 5761 64 4.52 0.17 -0.16 0.05 2.09 0.15 2.818 Br31
06580205+0827414 6225 67 4.52 0.17 -0.16 0.06 3.03 0.08 2.818 Br31
06580238+0824247 6410 82 4.29 0.22 -0.22 0.08 3.30 0.16 2.818 Br31
06580242+0819157 4963 65 4.53 0.18 -0.35 0.06 0.86 0.23 2.818 Br31
06580346+0820514 6432 64 4.19 0.17 -0.15 0.06 3.13 0.10 2.818 Br31
06580414+0811425 5948 65 4.54 0.17 0.13 0.05 2.43 0.12 2.818 Br31
06580575+0810108 5829 82 3.65 0.22 -0.34 0.08 2.37 0.16 2.818 Br31
06580711+0817076 5367 83 3.09 0.22 -0.97 0.08 2.24 0.19 2.818 Br31
06580813+0816035 5751 64 4.21 0.17 -0.48 0.05 2.06 0.10 2.818 Br31
06580854+0811317 5533 67 3.92 0.17 -0.20 0.05 2.14 0.15 2.818 Br31
06580980+0812298 5047 64 4.48 0.18 -0.61 0.06 1.55 0.13 2.818 Br31
06581267+0821266 6413 84 4.19 0.22 -0.30 0.08 2.90 0.17 2.818 Br31
06581414+0820539 6077 64 4.16 0.18 -0.22 0.05 2.79 0.13 2.818 Br31
06581444+0815017 6127 66 4.09 0.17 -0.37 0.05 2.82 0.10 2.818 Br31
06581496+0813112 5484 67 4.65 0.18 -0.53 0.05 1.64 0.00 2.818 Br31
06581909+0820432 5771 70 4.30 0.21 -0.45 0.05 2.20 0.16 2.818 Br31
06581954+0819122 5086 65 4.86 0.18 -0.40 0.05 1.22 0.00 2.818 Br31
06582007+0817557 6054 64 4.26 0.17 -0.31 0.05 2.41 0.12 2.818 Br31
06582070+0820046 5125 82 3.89 0.21 -0.45 0.08 1.45 0.00 2.818 Br31
06582070+0821130 5811 66 4.49 0.17 -0.32 0.05 2.69 0.10 2.818 Br31
06582185+0823530 5436 79 3.55 0.22 -0.01 0.08 1.76 0.32 2.818 Br31
06565772+0819593 6049 65 3.93 0.17 -0.86 0.05 2.16 0.17 2.818 Br31
06570256+0822292 5909 65 4.38 0.18 -0.55 0.05 2.70 0.08 2.818 Br31
06570356+0826028 5130 64 4.79 0.18 -0.17 0.05 1.79 0.13 2.818 Br31
06570563+0824387 6081 67 4.00 0.17 -0.73 0.06 2.63 0.07 2.818 Br31
06571250+0824194 5527 64 4.38 0.17 -0.31 0.06 1.96 0.15 2.818 Br31
06571344+0826410 6343 81 4.24 0.22 -0.52 0.08 2.60 0.00 2.818 Br31
06571966+0829486 5055 83 3.22 0.22 -0.39 0.08 2.07 0.14 2.818 Br31
06572448+0827258 5929 65 4.34 0.17 -0.40 0.05 2.45 0.10 2.818 Br31
06572547+0831025 5486 83 3.58 0.22 0.03 0.08 2.00 0.25 2.818 Br31
06572940+0831309 5170 81 3.57 0.22 -0.19 0.08 1.72 0.25 2.818 Br31
06572981+0830244 5584 84 3.72 0.22 -0.33 0.08 2.09 0.17 2.818 Br31
06573389+0820296 6064 65 4.24 0.17 -0.20 0.05 2.93 0.07 2.818 Br31
06573955+0813255 6005 63 4.31 0.18 -0.35 0.05 2.15 0.00 2.818 Br31
06575556+0824415 6884 83 3.91 0.22 -0.32 0.08 2.70 0.00 2.818 Br31
06575667+0826357 6224 64 3.85 0.17 -0.24 0.05 2.90 0.11 2.818 Br31
06580151+0816051 5950 66 4.33 0.18 -0.43 0.05 2.77 0.08 2.818 Br31
06580625+0818381 5252 65 4.77 0.17 -0.29 0.05 1.36 0.24 2.818 Br31
06580819+0818363 5378 65 4.14 0.18 0.14 0.06 1.29 0.49 2.818 Br31
06580937+0814555 6018 65 4.14 0.18 -0.55 0.05 2.54 0.10 2.818 Br31
06581159+0816454 5992 83 3.66 0.22 -0.57 0.08 2.19 0.24 2.818 Br31
06581252+0811289 6249 83 3.48 0.21 -0.55 0.08 2.24 0.00 2.818 Br31
06581669+0823461 5455 81 3.55 0.22 0.09 0.08 2.44 0.19 2.818 Br31
06581896+0813369 5170 104 4.47 0.33 -0.59 0.10 1.18 0.00 2.818 Br31
06574699+0815484 6645 81 4.34 0.22 -0.72 0.08 3.10 0.13 2.818 Br31
06575320+0826075 5720 64 3.54 0.18 -0.17 0.05 2.68 0.11 2.818 Br31
06570531+0814538 5851 67 4.28 0.18 -0.30 0.05 2.59 0.11 2.818 Br31
06571370+0824427 5570 65 3.79 0.18 -0.13 0.05 1.55 0.00 2.818 Br31
06574973+0810428 5830 65 3.88 0.18 -0.58 0.05 2.33 0.14 2.818 Br31
06570379+0828000 6189 79 3.93 0.22 -0.30 0.07 2.83 0.15 2.818 Br31
06572889+0821534 6634 83 4.47 0.22 -0.21 0.08 2.82 0.00 2.818 Br31
06575692+0629506 6150 68 4.26 0.17 -0.01 0.05 2.75 0.07 4.898 Br32
06575696+0623208 6017 66 4.58 0.17 -0.46 0.05 2.06 0.00 4.898 Br32
06575703+0627361 5398 63 3.76 0.17 -0.27 0.05 1.31 0.00 4.898 Br32
06575818+0625533 6142 105 4.38 0.34 -0.03 0.10 2.37 0.00 4.898 Br32
06575844+0630186 5305 83 3.71 0.21 -0.39 0.08 1.71 0.00 4.898 Br32
06575865+0622196 6152 80 4.14 0.22 0.35 0.07 2.93 0.17 4.898 Br32
06575898+0630276 5979 67 4.56 0.18 0.07 0.06 2.31 0.12 4.898 Br32
06575960+0629472 5929 65 4.40 0.18 -0.42 0.06 2.52 0.09 4.898 Br32
06575966+0625208 5261 81 3.44 0.22 -0.29 0.08 1.42 0.00 4.898 Br32
06580016+0629159 5061 64 3.60 0.17 -0.50 0.06 0.99 0.14 4.898 Br32
06580072+0626232 5766 106 4.09 0.35 -0.21 0.09 2.40 0.19 4.898 Br32
06580119+0622218 5468 84 3.76 0.22 -0.13 0.07 2.16 0.23 4.898 Br32
06580131+0630294 5521 103 4.51 0.33 -0.22 0.09 1.54 0.00 4.898 Br32
06580174+0624137 6097 64 4.35 0.18 -0.70 0.05 2.66 0.08 4.898 Br32
06580220+0627279 5925 66 4.32 0.17 -0.53 0.05 2.54 0.10 4.898 Br32
06580252+0624288 6123 66 3.83 0.18 -0.50 0.05 2.56 0.08 4.898 Br32
06580276+0627511 5846 83 4.18 0.22 -0.46 0.08 2.61 0.16 4.898 Br32
06580301+0626441 6173 64 4.40 0.17 -0.48 0.05 2.62 0.08 4.898 Br32
06580410+0628159 5704 80 4.50 0.21 -0.23 0.08 2.07 0.26 4.898 Br32
06580592+0625490 6209 64 4.14 0.17 -0.34 0.05 2.88 0.06 4.898 Br32
06580618+0627201 5300 64 4.39 0.17 -0.32 0.06 1.66 0.00 4.898 Br32
06580647+0629441 5356 104 4.49 0.33 -0.41 0.10 1.83 0.00 4.898 Br32
06580746+0629327 5021 66 3.27 0.17 -0.39 0.05 0.64 0.16 4.898 Br32
06580771+0630054 5358 105 4.60 0.34 0.07 0.09 1.87 0.00 4.898 Br32
06580778+0626117 6020 66 4.16 0.17 -0.51 0.05 2.38 0.11 4.898 Br32
06580835+0622432 5342 82 3.56 0.23 -0.23 0.08 1.84 0.26 4.898 Br32
06580841+0626530 6133 66 3.96 0.18 -0.42 0.05 2.72 0.07 4.898 Br32
06580929+0624461 6245 65 3.74 0.18 -0.42 0.05 2.29 0.14 4.898 Br32
06580957+0626442 6004 83 4.11 0.23 -0.34 0.08 2.85 0.18 4.898 Br32
06581009+0629241 5994 104 4.50 0.33 0.17 0.09 2.74 0.21 4.898 Br32
06581016+0621576 5754 64 4.06 0.17 -0.18 0.05 2.29 0.15 4.898 Br32
06581079+0626000 5788 106 4.16 0.33 0.33 0.09 2.19 0.00 4.898 Br32
06581239+0625366 5450 84 3.75 0.22 -0.30 0.07 2.58 0.20 4.898 Br32
06581240+0625139 6180 66 4.20 0.17 -0.47 0.05 2.55 0.10 4.898 Br32
06581248+0628095 5952 83 4.36 0.21 -0.41 0.08 2.46 0.20 4.898 Br32
06581260+0626218 5653 81 4.07 0.22 -0.15 0.08 1.89 0.00 4.898 Br32
06581452+0624391 5835 68 4.25 0.21 -0.36 0.06 2.34 0.15 4.898 Br32
06581545+0625549 5559 83 4.09 0.22 -0.44 0.08 2.07 0.19 4.898 Br32
06581592+0630445 6380 65 4.09 0.17 -0.31 0.05 2.35 0.10 4.898 Br32
06581660+0625498 5915 86 4.00 0.23 0.20 0.08 2.14 0.45 4.898 Br32
06581755+0627122 5054 81 4.68 0.23 -0.68 0.08 1.24 0.00 4.898 Br32
06581779+0624300 5770 80 4.47 0.22 -0.29 0.07 2.43 0.25 4.898 Br32
06581808+0622125 5597 64 3.52 0.18 -0.49 0.06 2.28 0.16 4.898 Br32
06581817+0629517 5827 82 5.00 0.21 -0.29 0.07 2.29 0.00 4.898 Br32
06581889+0624243 5860 106 4.36 0.34 -0.30 0.10 2.31 0.00 4.898 Br32
06581928+0622065 6016 67 4.27 0.17 -0.29 0.06 2.55 0.10 4.898 Br32
06581930+0623040 5340 81 4.17 0.22 -0.25 0.08 2.08 0.00 4.898 Br32
06581975+0628110 5779 84 4.26 0.21 0.45 0.04 2.10 0.00 4.898 Br32
06582090+0622490 6336 64 3.94 0.17 -0.61 0.06 2.10 0.00 4.898 Br32
06582114+0623012 6106 63 4.36 0.17 -0.32 0.05 2.52 0.07 4.898 Br32
06582201+0628540 5592 69 4.30 0.21 -0.44 0.05 2.39 0.14 4.898 Br32
06582282+0627312 6233 67 4.33 0.18 -0.28 0.05 2.63 0.10 4.898 Br32
06582331+0630492 5148 65 3.68 0.17 -0.59 0.06 0.77 0.19 4.898 Br32
06582362+0623318 6134 81 3.57 0.22 -0.13 0.08 2.31 0.46 4.898 Br32
06582413+0624417 6112 85 3.79 0.22 0.02 0.08 2.25 0.00 4.898 Br32
06582480+0622335 5669 65 4.30 0.17 -0.34 0.05 1.61 0.15 4.898 Br32
06582488+0628432 6273 66 4.31 0.17 0.13 0.05 3.05 0.08 4.898 Br32
06582512+0623114 5440 65 4.51 0.17 -0.11 0.05 1.85 0.20 4.898 Br32
06582521+0623565 5291 81 3.02 0.22 -0.04 0.08 1.70 0.27 4.898 Br32
06582634+0625197 5254 106 4.16 0.33 -0.27 0.09 1.50 0.33 4.898 Br32
06582644+0630043 6221 82 3.75 0.22 0.06 0.07 3.08 0.12 4.898 Br32
06574707+0621458 6945 106 4.15 0.33 -0.31 0.10 2.58 0.21 4.898 Br32
06574833+0625052 5959 81 4.63 0.22 -0.38 0.08 2.86 0.13 4.898 Br32
06574865+0622008 6451 65 4.11 0.18 -0.02 0.06 2.09 0.00 4.898 Br32
06574926+0630185 5838 82 4.51 0.22 -0.27 0.07 2.86 0.14 4.898 Br32
06574998+0628567 5869 64 4.28 0.17 -0.37 0.05 2.16 0.19 4.898 Br32
06575033+0622378 6278 65 4.16 0.17 -0.10 0.05 1.80 0.27 4.898 Br32
06575038+0626452 6050 64 4.51 0.17 -0.17 0.06 3.29 0.09 4.898 Br32
06575061+0621558 5950 83 4.55 0.22 0.32 0.07 2.18 0.00 4.898 Br32
06575107+0625065 6337 66 4.18 0.18 -0.50 0.06 2.83 0.09 4.898 Br32
06575113+0627375 5937 64 4.41 0.17 -0.32 0.06 2.64 0.08 4.898 Br32
06575163+0623488 5184 64 4.59 0.17 -0.05 0.05 0.78 0.34 4.898 Br32
06575226+0625412 4929 82 2.77 0.22 -0.13 0.08 1.14 0.00 4.898 Br32
06575232+0626515 5811 81 4.11 0.22 -0.37 0.08 2.68 0.16 4.898 Br32
06575288+0622016 6418 82 3.62 0.22 -0.75 0.08 2.53 0.00 4.898 Br32
06575301+0625054 6300 80 4.48 0.21 -0.26 0.07 2.97 0.10 4.898 Br32
06575390+0626226 6292 84 4.32 0.22 -0.11 0.08 3.16 0.11 4.898 Br32
06575451+0625505 5799 105 4.76 0.31 0.08 0.10 2.03 0.00 4.898 Br32
06575489+0629543 6078 81 4.48 0.22 -0.04 0.08 2.86 0.15 4.898 Br32
06575555+0626065 5943 65 4.05 0.17 -0.55 0.05 2.27 0.17 4.898 Br32
06575632+0628169 5787 64 4.48 0.17 -0.15 0.05 1.99 0.09 4.898 Br32
06575702+0623246 6061 64 4.35 0.17 -0.30 0.06 2.69 0.09 4.898 Br32
06575862+0630334 5638 66 4.56 0.17 -0.14 0.06 1.57 0.23 4.898 Br32
06575864+0626186 6036 64 4.36 0.17 -0.80 0.05 2.50 0.10 4.898 Br32
06575971+0626232 5182 66 3.96 0.18 -0.53 0.05 1.09 0.16 4.898 Br32
06575986+0626550 4664 80 2.72 0.22 -1.27 0.08 1.04 0.00 4.898 Br32
06580118+0630375 6564 82 4.63 0.22 0.41 0.06 2.94 0.24 4.898 Br32
06580135+0630092 6428 81 4.28 0.21 0.01 0.08 2.99 0.18 4.898 Br32
06580298+0630551 4638 95 3.87 0.26 -0.76 0.15 1.11 0.27 4.898 Br32
06580371+0620169 6317 82 4.29 0.21 -0.54 0.08 1.87 0.00 4.898 Br32
06580397+0624396 6240 84 4.12 0.22 -0.40 0.08 2.78 0.18 4.898 Br32
06580400+0627168 6014 66 4.13 0.17 -0.35 0.06 1.59 0.36 4.898 Br32
06580466+0624536 5996 66 4.11 0.17 -0.79 0.06 2.24 0.12 4.898 Br32
06580493+0625444 6026 64 4.07 0.17 -0.56 0.05 2.70 0.08 4.898 Br32
06580499+0627356 6249 66 4.13 0.18 -0.57 0.05 2.40 0.10 4.898 Br32
06580557+0624524 5938 65 4.20 0.17 -0.02 0.06 1.57 0.00 4.898 Br32
06580608+0630414 5939 103 4.27 0.33 -0.05 0.09 2.60 0.24 4.898 Br32
06580623+0625285 6110 65 3.84 0.18 -0.42 0.05 2.43 0.11 4.898 Br32
06580669+0627100 5934 64 4.27 0.17 -0.47 0.05 2.76 0.08 4.898 Br32
06580689+0621486 5590 64 4.41 0.18 0.24 0.05 1.66 0.00 4.898 Br32
06580719+0626367 6099 65 4.14 0.17 -0.48 0.05 2.02 0.14 4.898 Br32
06580725+0630202 6005 64 4.17 0.17 -0.50 0.05 1.86 0.17 4.898 Br32
06580751+0625589 6236 64 4.23 0.18 -0.55 0.05 2.75 0.08 4.898 Br32
06580768+0629471 5448 67 4.45 0.17 -0.32 0.05 1.52 0.16 4.898 Br32
06580785+0628566 6274 65 4.16 0.17 -0.42 0.05 2.93 0.07 4.898 Br32
06580798+0628291 5534 83 4.48 0.22 -0.29 0.07 2.20 0.22 4.898 Br32
06580849+0626148 6030 64 4.42 0.18 -0.57 0.06 2.45 0.10 4.898 Br32
06580858+0627190 6185 66 3.99 0.18 -0.48 0.06 2.22 0.16 4.898 Br32
06580881+0628230 6341 66 4.22 0.18 -0.17 0.05 2.52 0.11 4.898 Br32
06580984+0625169 6169 63 4.30 0.18 -0.40 0.05 2.81 0.10 4.898 Br32
06581007+0628178 5756 80 3.05 0.22 -0.66 0.08 2.62 0.12 4.898 Br32
06581052+0625534 5945 64 4.50 0.18 -0.36 0.05 2.47 0.10 4.898 Br32
06581104+0625224 5789 65 4.35 0.17 0.02 0.05 2.70 0.06 4.898 Br32
06581152+0626591 5271 64 4.80 0.18 -0.27 0.05 1.77 0.18 4.898 Br32
06581156+0631069 6314 81 4.14 0.22 -0.41 0.07 2.92 0.10 4.898 Br32
06581202+0623266 6203 66 4.09 0.17 -0.47 0.05 2.39 0.13 4.898 Br32
06581233+0627204 6153 84 3.75 0.21 -0.59 0.08 2.56 0.20 4.898 Br32
06581260+0626303 6238 66 4.05 0.17 -0.50 0.05 2.27 0.11 4.898 Br32
06581372+0624136 6339 81 5.00 0.21 0.03 0.08 2.48 0.00 4.898 Br32
06581642+0623348 6429 65 3.99 0.17 -0.45 0.05 2.88 0.09 4.898 Br32
06581758+0623172 6345 72 3.74 0.21 -0.31 0.05 2.42 0.00 4.898 Br32
06581782+0622159 5688 65 4.36 0.18 -0.10 0.05 1.74 0.13 4.898 Br32
06581829+0625511 5485 81 4.42 0.21 -0.58 0.07 1.92 0.00 4.898 Br32
06581855+0627137 5519 64 4.28 0.17 -0.40 0.05 1.92 0.24 4.898 Br32
06581900+0621459 5378 67 4.50 0.21 -0.35 0.06 1.79 0.16 4.898 Br32
06581936+0624096 6089 85 3.75 0.21 -0.22 0.08 3.03 0.15 4.898 Br32
06582052+0629575 5853 65 4.31 0.18 -0.09 0.05 2.77 0.09 4.898 Br32
06582106+0622060 6283 64 4.17 0.17 -0.47 0.05 2.42 0.11 4.898 Br32
06582124+0630181 5888 82 4.76 0.21 -0.40 0.08 2.60 0.12 4.898 Br32
06582214+0629036 6087 83 4.66 0.22 -0.60 0.08 2.84 0.16 4.898 Br32
06582225+0629317 6363 64 4.12 0.17 -0.08 0.06 2.42 0.13 4.898 Br32
06582264+0628556 6393 107 4.15 0.33 -0.11 0.09 3.03 0.14 4.898 Br32
06582503+0624347 6328 63 4.24 0.17 -0.66 0.06 2.36 0.14 4.898 Br32
06582579+0624005 6124 66 4.23 0.17 -0.26 0.05 2.65 0.11 4.898 Br32
06582594+0627204 5911 70 4.35 0.21 0.05 0.05 2.20 0.16 4.898 Br32
06582632+0624474 5131 64 3.44 0.18 -0.37 0.05 0.81 0.17 4.898 Br32
06582638+0626013 6010 81 4.37 0.22 -0.75 0.08 2.65 0.10 4.898 Br32
06575056+0626120 4927 32 2.73 0.05 -0.24 0.05 0.26 0.00 4.898 Br32
06575269+0628365 5892 66 4.16 0.18 -0.65 0.06 2.03 0.11 4.898 Br32
06575334+0628060 4914 22 2.57 0.04 -0.34 0.03 0.26 0.07 4.898 Br32
06575489+0622582 6242 65 4.04 0.18 -0.42 0.05 1.65 0.00 4.898 Br32
06575534+0623426 5155 65 4.59 0.17 -0.31 0.05 1.02 0.21 4.898 Br32
06575615+0628305 4900 27 2.62 0.04 -0.19 0.03 0.31 0.08 4.898 Br32
06575685+0624264 5344 64 4.63 0.17 0.06 0.05 0.88 0.38 4.898 Br32
06580225+0624567 4831 31 2.83 0.05 -0.25 0.05 0.25 0.00 4.898 Br32
06580317+0624222 4366 27 1.87 0.04 -0.23 0.04 -0.77 0.12 4.898 Br32
06580520+0625591 5673 66 4.32 0.18 -0.55 0.06 1.61 0.16 4.898 Br32
06580693+0625565 5034 23 2.85 0.04 -0.22 0.04 0.40 0.07 4.898 Br32
06580823+0624195 4915 30 2.64 0.05 -0.36 0.05 0.30 0.00 4.898 Br32
06581041+0627202 4881 31 2.75 0.05 -0.29 0.05 0.33 0.00 4.898 Br32
06581062+0620402 6100 64 4.29 0.17 -0.44 0.05 2.35 0.09 4.898 Br32
06581072+0626212 5074 63 3.30 0.17 -0.28 0.06 0.83 0.14 4.898 Br32
06581099+0621370 5489 65 3.97 0.18 -0.31 0.05 1.43 0.11 4.898 Br32
06581390+0624428 4723 64 4.73 0.17 -0.31 0.06 0.04 0.46 4.898 Br32
06581419+0628477 5977 63 4.21 0.17 -0.34 0.06 1.90 0.14 4.898 Br32
06581525+0629022 6029 65 4.28 0.17 -0.58 0.06 2.43 0.06 4.898 Br32
06581761+0622222 5621 64 4.60 0.17 -0.10 0.05 1.79 0.11 4.898 Br32
06581795+0625351 6286 65 4.02 0.18 -0.52 0.06 2.60 0.11 4.898 Br32
06581869+0627037 5899 65 4.23 0.17 -0.38 0.05 1.59 0.00 4.898 Br32
06582015+0625397 6126 64 4.13 0.17 -0.42 0.06 1.65 0.00 4.898 Br32
06582220+0624028 6571 66 3.88 0.17 -0.44 0.06 2.39 0.00 4.898 Br32
06582623+0622225 6015 65 4.17 0.18 -0.41 0.05 2.39 0.08 4.898 Br32
06581064+0630417 6145 65 3.99 0.17 -0.59 0.05 2.04 0.17 4.898 Br32
06574755+0627380 5801 64 4.37 0.18 -0.07 0.05 1.85 0.09 4.898 Br32
06574927+0626531 5638 63 4.52 0.18 -0.24 0.05 2.23 0.15 4.898 Br32
06575048+0625191 5844 65 4.55 0.18 -0.47 0.05 2.58 0.10 4.898 Br32
06575053+0622564 5749 65 4.78 0.18 -0.10 0.05 1.80 0.00 4.898 Br32
06575128+0630259 5266 102 4.89 0.31 0.37 0.08 1.75 0.00 4.898 Br32
06575167+0630508 5563 108 4.59 0.33 -0.06 0.09 2.36 0.19 4.898 Br32
06575192+0625574 4947 66 3.53 0.18 -1.00 0.05 1.14 0.00 4.898 Br32
06575214+0625050 5672 63 3.89 0.17 -0.37 0.06 2.07 0.19 4.898 Br32
06575240+0630275 6258 64 4.07 0.17 -0.51 0.05 2.72 0.06 4.898 Br32
06575288+0627157 5818 66 3.84 0.18 -0.51 0.05 2.64 0.10 4.898 Br32
06575383+0628243 5857 66 4.25 0.18 -0.52 0.06 2.55 0.08 4.898 Br32
06575602+0630205 5615 104 4.52 0.34 -0.33 0.10 1.86 0.19 4.898 Br32
06575624+0623280 5833 62 4.83 0.18 -0.16 0.05 2.49 0.10 4.898 Br32
06575754+0629072 5979 67 3.90 0.18 -0.31 0.05 1.69 0.00 4.898 Br32
06575780+0630269 6263 68 4.06 0.18 -0.35 0.05 2.82 0.06 4.898 Br32
06575808+0623085 5596 65 4.16 0.17 -0.48 0.05 2.15 0.00 4.898 Br32
06575836+0630144 5563 69 4.55 0.21 -0.32 0.06 1.86 0.00 4.898 Br32
06575936+0627324 5450 66 4.49 0.18 -0.44 0.06 1.34 0.00 4.898 Br32
06575952+0629533 5678 104 3.82 0.33 -0.47 0.09 2.17 0.22 4.898 Br32
06575954+0626196 5188 64 4.69 0.17 -0.53 0.05 1.66 0.00 4.898 Br32
06575993+0628329 6083 83 3.24 0.22 -0.46 0.08 2.78 0.14 4.898 Br32
06580132+0626244 5652 64 4.65 0.17 -0.56 0.05 2.17 0.12 4.898 Br32
06580150+0627418 5432 104 4.40 0.33 -0.19 0.10 1.84 0.00 4.898 Br32
06580154+0630382 5905 66 4.27 0.17 -0.22 0.06 1.88 0.15 4.898 Br32
06580186+0621587 5552 66 4.06 0.18 0.07 0.05 1.60 0.64 4.898 Br32
06580197+0623591 6113 84 4.87 0.23 0.18 0.08 2.37 0.00 4.898 Br32
06580201+0625110 5662 65 4.36 0.17 -0.04 0.05 1.90 0.14 4.898 Br32
06580283+0627246 5275 64 4.56 0.17 -0.19 0.05 0.94 0.00 4.898 Br32
